kara_gpa,kara_work,dave_gpa,dave_work,james_gpa,james_cf,linda_gpa,linda_cf,num1,num2,num3,num4,state,gender,education,pid - Selected Choice,pid - Other party (please specify below) - Text,pid_dem,pid_rep,pid_ind,political_attn,age,race,relig,"Thanks again for helping with our research. If you have any final questions or comments, feel free to leave them here. Please click through to the next screen to receive your MTurk code.",james_cond,cf_race,cf_spouse,cf_relig,linda,cf_race - Topics,james_dem,james_rep,james_partisan,james_no_cf,james_dem_cf,james_rep_cf,james_cf_n,james_cond_n,linda_cf_n
3.80 - 4.00,Kara works for a tech company,3.50 - 3.79,Neither likely nor unlikely,3.50 - 3.79,James works in sales and is an active supporter of the Democratic Party,3.00 - 3.49,Linda is a bank teller,500,10,1 in 12,0.1,Colorado,Male,Some college,Democrat,NA,Not very strong Democrat,NA,NA,8,18-29,White/Caucasian,Atheist,NA,dem,black,Keith,"Junior Explorers group, organized through the secular parents' network that Keith and James belong to",conservative,NA,1,0,1,0,1,0,1,Representative of Dems.,0
3.50 - 3.79,Kara works for a tech company,3.00 - 3.49,Somewhat likely,3.80 - 4.00,James works in sales and is an active supporter of the Democratic Party,3.50 - 3.79,Linda is a bank teller,500,10,1 in 12,0.001,Georgia,Female,Bachelor's degree,Democrat,NA,Not very strong Democrat,NA,NA,7,30-39,Black/African American,Latter-Day Saints/Mormon,NA,control,white,Karen,NA,liberal,NA,0,0,0,0,1,0,1,Control,0
3.50 - 3.79,Kara works for a financial company,2.50 - 2.99,Somewhat likely,3.80 - 4.00,James works in sales,3.00 - 3.49,Linda is a bank teller and is active in the feminist movement,500,100,1 in 12,0.1,Virginia,Female,Bachelor's degree,Democrat,NA,Not very strong Democrat,NA,NA,6,18-29,Asian,"Mainline Protestant (e.g., Presbyterian, Episcopalian)",NA,control,white,Karen,NA,liberal,NA,0,0,0,1,0,0,2,Control,1
3.50 - 3.79,Kara works for a tech company,3.00 - 3.49,Somewhat likely,3.00 - 3.49,James works in sales and is an active supporter of the Democratic Party,3.00 - 3.49,Linda is a bank teller and is active in the feminist movement,500,10,1 in 12,0.1,Arizona,Male,Bachelor's degree,Independent,NA,NA,NA,Neither,5,30-39,White/Caucasian,Atheist,NA,dem,black,Keith,"Junior Explorers group, organized through the secular parents' network that Keith and James belong to",liberal,NA,1,0,1,0,1,0,1,Representative of Dems.,1
3.50 - 3.79,Kara works for a financial company,3.00 - 3.49,Somewhat likely,3.00 - 3.49,James works in sales and is an active supporter of the Democratic Party,3.50 - 3.79,Linda is a bank teller and is active in the feminist movement,500,10,1 in 12,0.001,Arizona,Male,Some college,Independent,NA,NA,NA,Closer to Republican,3,40-49,White/Caucasian,Atheist,NA,dem,black,Keith,"Junior Explorers group, organized through the secular parents' network that Keith and James belong to",conservative,NA,1,0,1,0,1,0,1,Representative of Dems.,1
3.80 - 4.00,Kara works for a tech company,3.00 - 3.49,Neither likely nor unlikely,3.80 - 4.00,James works in sales and is an active supporter of the Democratic Party,3.50 - 3.79,Linda is a bank teller and is active in the feminist movement,500,10,1 in 12,0.1,New York,Female,Some college,Independent,NA,NA,NA,Neither,5,30-39,White/Caucasian,Agnostic,NA,dem,black,Keith,"Junior Explorers group, organized through the secular parents' network that Keith and James belong to",conservative,NA,1,0,1,0,1,0,1,Representative of Dems.,1
3.50 - 3.79,Kara works for a tech company,2.50 - 2.99,Somewhat unlikely,3.50 - 3.79,James works in sales and is an active supporter of the Republican Party,3.50 - 3.79,Linda is a bank teller and is active in the feminist movement,500,10,1 in 12,0.1,Illinois,Male,Some college,Other party (please specify below),Tea Party,NA,NA,Closer to Republican,9,65+,White/Caucasian,"Evangelical Protestant (e.g., Baptist, Pentecostal)",NA,control,white,Karen,NA,liberal,NA,0,0,0,0,0,1,3,Control,1
3.80 - 4.00,Kara works for a financial company,3.00 - 3.49,Somewhat likely,3.80 - 4.00,James works in sales and is an active supporter of the Democratic Party,3.50 - 3.79,Linda is a bank teller and is active in the feminist movement,500,10,1 in 12,0.1,Maryland,Male,Some college,Democrat,NA,Strong Democrat,NA,NA,7,18-29,White/Caucasian,Atheist,NA,dem,black,Keith,"Junior Explorers group, organized through the secular parents' network that Keith and James belong to",liberal,NA,1,0,1,0,1,0,1,Representative of Dems.,1
3.80 - 4.00,Kara works for a tech company,3.00 - 3.49,Neither likely nor unlikely,3.50 - 3.79,James works in sales and is an active supporter of the Republican Party,3.50 - 3.79,Linda is a bank teller and is active in the feminist movement,500,10,1 in 12,0.01,Wisconsin,Male,Bachelor's degree,Democrat,NA,Not very strong Democrat,NA,NA,10,40-49,White/Caucasian,Agnostic,NA,rep,white,Karen,"Cub Scouts group, organized through the Baptist Church the family attends",conservative,NA,0,1,1,0,0,1,3,Representative of Reps.,1
3.80 - 4.00,Kara works for a tech company,3.50 - 3.79,Neither likely nor unlikely,3.50 - 3.79,James works in sales,3.50 - 3.79,Linda is a bank teller and is active in the feminist movement,500,10,1 in 12,10,Tennessee,Male,Bachelor's degree,Democrat,NA,Not very strong Democrat,NA,NA,5,40-49,White/Caucasian,Catholic,NA,control,white,Karen,NA,liberal,NA,0,0,0,1,0,0,2,Control,1
3.80 - 4.00,Kara works for a tech company,3.00 - 3.49,Somewhat likely,3.50 - 3.79,James works in sales and is an active supporter of the Democratic Party,3.00 - 3.49,Linda is a bank teller and is active in the feminist movement,500,10,1 in 12,0.1,Texas,Male,Some college,Independent,NA,NA,NA,Neither,9,40-49,White/Caucasian,Other,NA,dem,black,Keith,"Junior Explorers group, organized through the secular parents' network that Keith and James belong to",conservative,NA,1,0,1,0,1,0,1,Representative of Dems.,1
3.50 - 3.79,Kara works for a tech company,3.00 - 3.49,Very likely,3.50 - 3.79,James works in sales and is an active supporter of the Democratic Party,3.00 - 3.49,Linda is a bank teller,500,10,1 in 12,0.1,Colorado,Female,Some college,Republican,NA,NA,Strong Republican,NA,10,40-49,White/Caucasian,Catholic,NA,dem,black,Keith,"Junior Explorers group, organized through the secular parents' network that Keith and James belong to",conservative,NA,1,0,1,0,1,0,1,Representative of Dems.,0
3.80 - 4.00,Kara works for a financial company,3.50 - 3.79,Somewhat unlikely,3.00 - 3.49,James works in sales and is an active supporter of the Republican Party,3.50 - 3.79,Linda is a bank teller,500,0.1,1 in 12,0.1,Michigan,Female,Advanced degree,Democrat,NA,Strong Democrat,NA,NA,10,50-64,White/Caucasian,Agnostic,NA,rep,white,Karen,"Cub Scouts group, organized through the Baptist Church the family attends",liberal,NA,0,1,1,0,0,1,3,Representative of Reps.,0
3.80 - 4.00,Kara works for a tech company,3.00 - 3.49,Somewhat unlikely,3.50 - 3.79,James works in sales and is an active supporter of the Democratic Party,3.80 - 4.00,Linda is a bank teller and is active in the feminist movement,500,10,1 in 12,0.1,South Carolina,Male,Bachelor's degree,Republican,NA,NA,Not very strong Republican,NA,7,30-39,White/Caucasian,"Evangelical Protestant (e.g., Baptist, Pentecostal)",NA,dem,black,Keith,"Junior Explorers group, organized through the secular parents' network that Keith and James belong to",conservative,NA,1,0,1,0,1,0,1,Representative of Dems.,1
3.80 - 4.00,Kara works for a financial company,3.50 - 3.79,Very unlikely,3.50 - 3.79,James works in sales and is an active supporter of the Republican Party,3.00 - 3.49,Linda is a bank teller and is active in the feminist movement,500,10,1 in 12,0.1,California,Male,Bachelor's degree,Independent,NA,NA,NA,Closer to Democratic,4,18-29,Asian,Agnostic,None,rep,white,Karen,"Cub Scouts group, organized through the Baptist Church the family attends",liberal,NA,0,1,1,0,0,1,3,Representative of Reps.,1
3.80 - 4.00,Kara works for a tech company,3.00 - 3.49,Neither likely nor unlikely,3.80 - 4.00,James works in sales and is an active supporter of the Democratic Party,3.80 - 4.00,Linda is a bank teller and is active in the feminist movement,500,10,1 in 12,0.1,New York,Female,Advanced degree,Democrat,NA,Strong Democrat,NA,NA,9,65+,White/Caucasian,Atheist,NA,control,white,Karen,NA,liberal,NA,0,0,0,0,1,0,1,Control,1
3.80 - 4.00,Kara works for a tech company,3.00 - 3.49,Somewhat likely,3.50 - 3.79,James works in sales and is an active supporter of the Republican Party,3.00 - 3.49,Linda is a bank teller and is active in the feminist movement,500,100,1 in 12,0.001,Indiana,Female,Bachelor's degree,Democrat,NA,Strong Democrat,NA,NA,7,40-49,White/Caucasian,Atheist,NA,control,white,Karen,NA,liberal,NA,0,0,0,0,0,1,3,Control,1
3.80 - 4.00,Kara works for a financial company,3.00 - 3.49,Somewhat unlikely,3.50 - 3.79,James works in sales,3.80 - 4.00,Linda is a bank teller,500,10,1 in 12,0.1,Florida,Male,Some college,Independent,NA,NA,NA,Closer to Democratic,7,30-39,White/Caucasian,Agnostic,NA,control,white,Karen,NA,conservative,NA,0,0,0,1,0,0,2,Control,0
3.80 - 4.00,Kara works for a financial company,3.50 - 3.79,Somewhat likely,3.50 - 3.79,James works in sales,3.80 - 4.00,Linda is a bank teller and is active in the feminist movement,500,1,1 in 12,1%,Mississippi,Female,Some college,Republican,NA,NA,Strong Republican,NA,8,30-39,White/Caucasian,"Evangelical Protestant (e.g., Baptist, Pentecostal)",Thank you!!,dem,black,Keith,"Junior Explorers group, organized through the secular parents' network that Keith and James belong to",liberal,NA,1,0,1,1,0,0,2,Representative of Dems.,1
3.50 - 3.79,Kara works for a financial company,3.50 - 3.79,Somewhat unlikely,3.50 - 3.79,James works in sales and is an active supporter of the Republican Party,3.50 - 3.79,Linda is a bank teller and is active in the feminist movement,500,10,1 in 12,0.1,Illinois,Male,Advanced degree,Democrat,NA,Strong Democrat,NA,NA,9,30-39,White/Caucasian,Agnostic,NA,rep,white,Karen,"Cub Scouts group, organized through the Baptist Church the family attends",liberal,NA,0,1,1,0,0,1,3,Representative of Reps.,1
3.80 - 4.00,Kara works for a tech company,3.50 - 3.79,Neither likely nor unlikely,3.80 - 4.00,James works in sales and is an active supporter of the Republican Party,3.50 - 3.79,Linda is a bank teller and is active in the feminist movement,500,100,1 in 12,5,California,Female,Bachelor's degree,Independent,NA,NA,NA,Neither,0,18-29,Asian,Atheist,NA,rep,white,Karen,"Cub Scouts group, organized through the Baptist Church the family attends",conservative,NA,0,1,1,0,0,1,3,Representative of Reps.,1
3.50 - 3.79,Kara works for a tech company,3.00 - 3.49,Neither likely nor unlikely,3.50 - 3.79,James works in sales and is an active supporter of the Democratic Party,3.00 - 3.49,Linda is a bank teller and is active in the feminist movement,500,10,1 in 12,0.1,New York,Male,Some college,Independent,NA,NA,NA,Closer to Democratic,6,18-29,Black/African American,Agnostic,NA,dem,black,Keith,"Junior Explorers group, organized through the secular parents' network that Keith and James belong to",liberal,NA,1,0,1,0,1,0,1,Representative of Dems.,1
3.50 - 3.79,Kara works for a tech company,3.00 - 3.49,Somewhat unlikely,3.80 - 4.00,James works in sales and is an active supporter of the Republican Party,3.50 - 3.79,Linda is a bank teller and is active in the feminist movement,500,10,1 in 12,0.001,North Carolina,Male,Some college,Democrat,NA,Strong Democrat,NA,NA,10,50-64,White/Caucasian,Buddhist,NA,rep,white,Karen,"Cub Scouts group, organized through the Baptist Church the family attends",conservative,NA,0,1,1,0,0,1,3,Representative of Reps.,1
3.80 - 4.00,Kara works for a tech company,2.50 - 2.99,Somewhat unlikely,3.80 - 4.00,James works in sales and is an active supporter of the Democratic Party,3.50 - 3.79,Linda is a bank teller,500,10,1 in 12,0.1,Illinois,Female,Bachelor's degree,Democrat,NA,Strong Democrat,NA,NA,7,30-39,White/Caucasian,Atheist,NA,dem,black,Keith,"Junior Explorers group, organized through the secular parents' network that Keith and James belong to",conservative,NA,1,0,1,0,1,0,1,Representative of Dems.,0
3.50 - 3.79,Kara works for a financial company,3.00 - 3.49,Somewhat likely,3.50 - 3.79,James works in sales,3.50 - 3.79,Linda is a bank teller,500,10,1 in 12,10,South Dakota,Female,Some college,Democrat,NA,Strong Democrat,NA,NA,5,30-39,White/Caucasian,"Mainline Protestant (e.g., Presbyterian, Episcopalian)",Thank you.,rep,white,Karen,"Cub Scouts group, organized through the Baptist Church the family attends",conservative,NA,0,1,1,1,0,0,2,Representative of Reps.,0
3.80 - 4.00,Kara works for a tech company,3.80 - 4.00,Somewhat likely,3.80 - 4.00,James works in sales and is an active supporter of the Republican Party,3.50 - 3.79,Linda is a bank teller and is active in the feminist movement,500,10,1 in 12,1,California,Female,Some college,Democrat,NA,Not very strong Democrat,NA,NA,5,40-49,Black/African American,Catholic,Thanks!,control,white,Karen,NA,conservative,NA,0,0,0,0,0,1,3,Control,1
2.50 - 2.99,Kara works for a tech company,3.00 - 3.49,Somewhat likely,3.00 - 3.49,James works in sales and is an active supporter of the Republican Party,3.00 - 3.49,Linda is a bank teller and is active in the feminist movement,500,10,1 in 12,0.01,Pennsylvania,Female,Bachelor's degree,Democrat,NA,Strong Democrat,NA,NA,8,40-49,White/Caucasian,"Mainline Protestant (e.g., Presbyterian, Episcopalian)",NA,dem,black,Keith,"Junior Explorers group, organized through the secular parents' network that Keith and James belong to",liberal,NA,1,0,1,0,0,1,3,Representative of Dems.,1
3.50 - 3.79,Kara works for an art museum,3.50 - 3.79,Somewhat unlikely,3.80 - 4.00,James works in sales and is an active supporter of the Republican Party,3.80 - 4.00,Linda is a bank teller and is active in the feminist movement,500,10,1 in 12,0.1,Washington,Male,Bachelor's degree,Democrat,NA,Not very strong Democrat,NA,NA,8,40-49,White/Caucasian,"Mainline Protestant (e.g., Presbyterian, Episcopalian)",NA,control,white,Karen,NA,conservative,NA,0,0,0,0,0,1,3,Control,1
3.80 - 4.00,Kara works for a tech company,3.00 - 3.49,Somewhat likely,3.00 - 3.49,James works in sales and is an active supporter of the Republican Party,3.80 - 4.00,Linda is a bank teller and is active in the feminist movement,500,1,1 in 12,1,Tennessee,Female,Bachelor's degree,Democrat,NA,Strong Democrat,NA,NA,7,40-49,White/Caucasian,Catholic,NA,control,white,Karen,NA,conservative,NA,0,0,0,0,0,1,3,Control,1
3.80 - 4.00,Kara works for a tech company,3.50 - 3.79,Neither likely nor unlikely,3.80 - 4.00,James works in sales and is an active supporter of the Democratic Party,3.50 - 3.79,Linda is a bank teller and is active in the feminist movement,500,10,1 in 12,0.1,Florida,Female,Bachelor's degree,Democrat,NA,Not very strong Democrat,NA,NA,7,30-39,Black/African American,Atheist,NA,dem,black,Keith,"Junior Explorers group, organized through the secular parents' network that Keith and James belong to",liberal,NA,1,0,1,0,1,0,1,Representative of Dems.,1
3.80 - 4.00,Kara works for a tech company,3.50 - 3.79,Neither likely nor unlikely,3.80 - 4.00,James works in sales and is an active supporter of the Democratic Party,3.80 - 4.00,Linda is a bank teller and is active in the feminist movement,500,10,1 in 12,0.001,Florida,Female,Bachelor's degree,Democrat,NA,Strong Democrat,NA,NA,8,30-39,White/Caucasian,"Mainline Protestant (e.g., Presbyterian, Episcopalian)",NA,dem,black,Keith,"Junior Explorers group, organized through the secular parents' network that Keith and James belong to",liberal,NA,1,0,1,0,1,0,1,Representative of Dems.,1
3.80 - 4.00,Kara works for a financial company,3.00 - 3.49,Somewhat likely,3.80 - 4.00,James works in sales,3.50 - 3.79,Linda is a bank teller,500,10,1 in 12,0.1,California,Male,Bachelor's degree,Democrat,NA,Not very strong Democrat,NA,NA,5,30-39,White/Caucasian,Atheist,NA,dem,black,Keith,"Junior Explorers group, organized through the secular parents' network that Keith and James belong to",conservative,NA,1,0,1,1,0,0,2,Representative of Dems.,0
3.00 - 3.49,Kara works for a tech company,3.50 - 3.79,Somewhat likely,3.00 - 3.49,James works in sales and is an active supporter of the Democratic Party,2.50 - 2.99,Linda is a bank teller,619,3,1 in 12,2,California,Male,High school degree or equivalent,Democrat,NA,Not very strong Democrat,NA,NA,7,18-29,Hispanic/Latino,Catholic,enjoyed survey i was into it thank you,dem,black,Keith,"Junior Explorers group, organized through the secular parents' network that Keith and James belong to",liberal,NA,1,0,1,0,1,0,1,Representative of Dems.,0
3.50 - 3.79,Kara works for a tech company,3.00 - 3.49,Somewhat likely,3.50 - 3.79,James works in sales and is an active supporter of the Republican Party,3.50 - 3.79,Linda is a bank teller and is active in the feminist movement,500,10,1 in 12,0.1,South Carolina,Male,Bachelor's degree,Other party (please specify below),green,NA,NA,Neither,7,30-39,White/Caucasian,"Mainline Protestant (e.g., Presbyterian, Episcopalian)",NA,control,white,Karen,NA,conservative,NA,0,0,0,0,0,1,3,Control,1
3.80 - 4.00,Kara works for a tech company,3.00 - 3.49,Somewhat likely,3.50 - 3.79,James works in sales,3.00 - 3.49,Linda is a bank teller and is active in the feminist movement,500,10,1 in 12,1,California,Male,Some college,Independent,NA,NA,NA,Neither,1,30-39,White/Caucasian,Agnostic,NA,rep,white,Karen,"Cub Scouts group, organized through the Baptist Church the family attends",liberal,NA,0,1,1,1,0,0,2,Representative of Reps.,1
3.50 - 3.79,Kara works for an art museum,3.50 - 3.79,Somewhat likely,3.50 - 3.79,James works in sales and is an active supporter of the Republican Party,3.80 - 4.00,Linda is a bank teller and is active in the feminist movement,500,10,1 in 12,0.01,Kentucky,Male,Bachelor's degree,Democrat,NA,Strong Democrat,NA,NA,7,30-39,White/Caucasian,Atheist,NA,control,white,Karen,NA,liberal,NA,0,0,0,0,0,1,3,Control,1
3.50 - 3.79,Kara works for a tech company,3.00 - 3.49,Somewhat likely,3.50 - 3.79,James works in sales,3.50 - 3.79,Linda is a bank teller and is active in the feminist movement,500,10,1 in 12,0.1,Missouri,Male,Some college,Democrat,NA,Not very strong Democrat,NA,NA,8,18-29,Black/African American,Agnostic,NA,control,white,Karen,NA,liberal,NA,0,0,0,1,0,0,2,Control,1
3.00 - 3.49,Kara works for a financial company,3.00 - 3.49,Somewhat unlikely,3.80 - 4.00,James works in sales and is an active supporter of the Republican Party,3.00 - 3.49,Linda is a bank teller and is active in the feminist movement,500,10,1 in 12,0.1,Utah,Male,High school degree or equivalent,Republican,NA,NA,Not very strong Republican,NA,5,18-29,White/Caucasian,Agnostic,NA,control,white,Karen,NA,conservative,NA,0,0,0,0,0,1,3,Control,1
3.80 - 4.00,Kara works for a tech company,3.00 - 3.49,Somewhat unlikely,3.80 - 4.00,James works in sales and is an active supporter of the Democratic Party,3.50 - 3.79,Linda is a bank teller and is active in the feminist movement,500,10,1 in 12,0.001,Illinois,Female,Some college,Republican,NA,NA,Not very strong Republican,NA,10,50-64,White/Caucasian,Catholic,NA,dem,black,Keith,"Junior Explorers group, organized through the secular parents' network that Keith and James belong to",liberal,NA,1,0,1,0,1,0,1,Representative of Dems.,1
3.50 - 3.79,Kara works for a tech company,3.80 - 4.00,Somewhat likely,3.80 - 4.00,James works in sales,2.50 - 2.99,Linda is a bank teller and is active in the feminist movement,500,10,1 in 12,0.1,Florida,Male,High school degree or equivalent,Independent,NA,NA,NA,Neither,5,18-29,Hispanic/Latino,Atheist,None.,dem,black,Keith,"Junior Explorers group, organized through the secular parents' network that Keith and James belong to",liberal,NA,1,0,1,1,0,0,2,Representative of Dems.,1
3.50 - 3.79,Kara works for a tech company,2.50 - 2.99,Somewhat unlikely,3.80 - 4.00,James works in sales and is an active supporter of the Republican Party,3.80 - 4.00,Linda is a bank teller and is active in the feminist movement,500,10,1 in 12,0.001,Washington,Male,Bachelor's degree,Democrat,NA,Strong Democrat,NA,NA,10,40-49,White/Caucasian,Atheist,"Thanks for the opportunity to participate; I wish you success with your research! Also, please note that on December 15th amazon forced all users to begin using the new worker site. One of the many changes is the inability for workers to see the ""Auto Approval"" time set by requesters. Many workers use this information to aid in deciding whether or not to do a HIT. Please consider including the Auto Approval time in your HIT descriptions.",rep,white,Karen,"Cub Scouts group, organized through the Baptist Church the family attends",conservative,NA,0,1,1,0,0,1,3,Representative of Reps.,1
3.50 - 3.79,Kara works for an art museum,3.50 - 3.79,Somewhat unlikely,3.80 - 4.00,James works in sales,3.50 - 3.79,Linda is a bank teller and is active in the feminist movement,500,10,1 in 12,0.1,Washington,Female,Bachelor's degree,Other party (please specify below),Green,NA,NA,Closer to Democratic,7,18-29,White/Caucasian,Jewish,NA,rep,white,Karen,"Cub Scouts group, organized through the Baptist Church the family attends",conservative,NA,0,1,1,1,0,0,2,Representative of Reps.,1
3.80 - 4.00,Kara works for a financial company,3.00 - 3.49,Neither likely nor unlikely,3.50 - 3.79,James works in sales,3.80 - 4.00,Linda is a bank teller and is active in the feminist movement,500,10,1 in 12,0.01,Washington,Male,Bachelor's degree,Democrat,NA,Not very strong Democrat,NA,NA,9,18-29,White/Caucasian,Atheist,NA,control,white,Karen,NA,liberal,NA,0,0,0,1,0,0,2,Control,1
3.50 - 3.79,Kara works for a tech company,2.50 - 2.99,Neither likely nor unlikely,3.00 - 3.49,James works in sales,3.50 - 3.79,Linda is a bank teller,500,10,1 in 12,0.10%,Florida,Male,Some college,Independent,NA,NA,NA,Neither,9,40-49,White/Caucasian,Atheist,NA,control,white,Karen,NA,liberal,NA,0,0,0,1,0,0,2,Control,0
3.80 - 4.00,Kara works for an art museum,2.50 - 2.99,Neither likely nor unlikely,3.80 - 4.00,James works in sales and is an active supporter of the Democratic Party,3.50 - 3.79,Linda is a bank teller and is active in the feminist movement,500,10,1 in 12,0.001,Pennsylvania,Female,Advanced degree,Republican,NA,NA,Not very strong Republican,NA,7,40-49,White/Caucasian,"Mainline Protestant (e.g., Presbyterian, Episcopalian)",NA,control,white,Karen,NA,conservative,NA,0,0,0,0,1,0,1,Control,1
3.50 - 3.79,Kara works for a tech company,3.00 - 3.49,Somewhat likely,3.50 - 3.79,James works in sales and is an active supporter of the Democratic Party,3.80 - 4.00,Linda is a bank teller and is active in the feminist movement,500,10,1 in 12,0.1,Florida,Female,Some college,Democrat,NA,Strong Democrat,NA,NA,5,30-39,White/Caucasian,Agnostic,NA,control,white,Karen,NA,conservative,NA,0,0,0,0,1,0,1,Control,1
3.80 - 4.00,Kara works for a financial company,3.80 - 4.00,Very unlikely,3.50 - 3.79,James works in sales,3.00 - 3.49,Linda is a bank teller,500,10,1 in 12,0.1,Arizona,Male,Bachelor's degree,Republican,NA,NA,Strong Republican,NA,4,40-49,White/Caucasian,Jewish,NA,control,white,Karen,NA,conservative,NA,0,0,0,1,0,0,2,Control,0
3.80 - 4.00,Kara works for a financial company,3.00 - 3.49,Neither likely nor unlikely,3.50 - 3.79,James works in sales and is an active supporter of the Democratic Party,3.50 - 3.79,Linda is a bank teller,500,10,1 in 12,0.1,Massachusetts,Male,Bachelor's degree,Independent,NA,NA,NA,Neither,1,30-39,Asian,Catholic,NA,control,white,Karen,NA,liberal,NA,0,0,0,0,1,0,1,Control,0
3.50 - 3.79,Kara works for a tech company,3.00 - 3.49,Somewhat likely,3.80 - 4.00,James works in sales,3.50 - 3.79,Linda is a bank teller,500,10,1 in 12,0.1,Texas,Female,Bachelor's degree,Independent,NA,NA,NA,Closer to Republican,9,30-39,White/Caucasian,Agnostic,"No comments, thanks!",dem,black,Keith,"Junior Explorers group, organized through the secular parents' network that Keith and James belong to",liberal,NA,1,0,1,1,0,0,2,Representative of Dems.,0
3.80 - 4.00,Kara works for an art museum,3.00 - 3.49,Neither likely nor unlikely,3.80 - 4.00,James works in sales,3.50 - 3.79,Linda is a bank teller,500,10,1 in 12,1,Florida,Female,Bachelor's degree,Democrat,NA,Not very strong Democrat,NA,NA,5,18-29,Asian,Agnostic,NA,rep,white,Karen,"Cub Scouts group, organized through the Baptist Church the family attends",liberal,NA,0,1,1,1,0,0,2,Representative of Reps.,0
3.80 - 4.00,Kara works for a financial company,3.00 - 3.49,Neither likely nor unlikely,3.80 - 4.00,James works in sales,3.50 - 3.79,Linda is a bank teller,500,10,1 in 12,0.1,California,Male,Bachelor's degree,Independent,NA,NA,NA,Neither,0,18-29,Asian,Atheist,NA,dem,black,Keith,"Junior Explorers group, organized through the secular parents' network that Keith and James belong to",conservative,NA,1,0,1,1,0,0,2,Representative of Dems.,0
3.80 - 4.00,Kara works for a tech company,3.00 - 3.49,Somewhat likely,3.80 - 4.00,James works in sales,3.50 - 3.79,Linda is a bank teller and is active in the feminist movement,500,10,1 in 12,0.1,Pennsylvania,Male,Some college,Independent,NA,NA,NA,Closer to Democratic,7,40-49,White/Caucasian,Atheist,Good Luck!!,dem,black,Keith,"Junior Explorers group, organized through the secular parents' network that Keith and James belong to",liberal,NA,1,0,1,1,0,0,2,Representative of Dems.,1
3.50 - 3.79,Kara works for a tech company,3.00 - 3.49,Somewhat likely,3.50 - 3.79,James works in sales,3.80 - 4.00,Linda is a bank teller and is active in the feminist movement,600,10,1 in 12,10,Indiana,Female,Some college,Democrat,NA,Not very strong Democrat,NA,NA,4,18-29,"White/Caucasian,Black/African American",Agnostic,NA,control,white,Karen,NA,liberal,NA,0,0,0,1,0,0,2,Control,1
3.80 - 4.00,Kara works for a tech company,3.00 - 3.49,Neither likely nor unlikely,3.80 - 4.00,James works in sales and is an active supporter of the Republican Party,3.50 - 3.79,Linda is a bank teller and is active in the feminist movement,500,10,1 in 12,0.1,Alabama,Male,Some college,Republican,NA,NA,Strong Republican,NA,8,30-39,White/Caucasian,"Evangelical Protestant (e.g., Baptist, Pentecostal)",NA,control,white,Karen,NA,conservative,NA,0,0,0,0,0,1,3,Control,1
3.00 - 3.49,Kara works for a financial company,3.00 - 3.49,Neither likely nor unlikely,3.50 - 3.79,James works in sales and is an active supporter of the Democratic Party,2.49 or below,Linda is a bank teller,444,11,1 in 12,1,Indiana,Female,High school degree or equivalent,Democrat,NA,Not very strong Democrat,NA,NA,5,18-29,White/Caucasian,Agnostic,NA,dem,black,Keith,"Junior Explorers group, organized through the secular parents' network that Keith and James belong to",liberal,NA,1,0,1,0,1,0,1,Representative of Dems.,0
3.80 - 4.00,Kara works for a financial company,3.80 - 4.00,Somewhat likely,3.50 - 3.79,James works in sales,3.00 - 3.49,Linda is a bank teller and is active in the feminist movement,500,10,1 in 12,0.001,Virginia,Male,High school degree or equivalent,Democrat,NA,Not very strong Democrat,NA,NA,3,18-29,White/Caucasian,Catholic,NA,control,white,Karen,NA,liberal,NA,0,0,0,1,0,0,2,Control,1
3.50 - 3.79,Kara works for a tech company,3.00 - 3.49,Neither likely nor unlikely,3.80 - 4.00,James works in sales and is an active supporter of the Republican Party,3.50 - 3.79,Linda is a bank teller and is active in the feminist movement,333,10,1 in 12,0.001,Missouri,Male,Bachelor's degree,Democrat,NA,Not very strong Democrat,NA,NA,4,50-64,White/Caucasian,"Mainline Protestant (e.g., Presbyterian, Episcopalian)",NA,control,white,Karen,NA,conservative,NA,0,0,0,0,0,1,3,Control,1
3.50 - 3.79,Kara works for a financial company,3.80 - 4.00,Very likely,3.00 - 3.49,James works in sales,3.00 - 3.49,Linda is a bank teller and is active in the feminist movement,6,100,1 in 12,0.001,Louisiana,Female,Some college,Independent,NA,NA,NA,Neither,5,30-39,White/Caucasian,Atheist,NA,dem,black,Keith,"Junior Explorers group, organized through the secular parents' network that Keith and James belong to",liberal,NA,1,0,1,1,0,0,2,Representative of Dems.,1
3.50 - 3.79,Kara works for a tech company,3.00 - 3.49,Somewhat unlikely,3.80 - 4.00,James works in sales and is an active supporter of the Republican Party,3.50 - 3.79,Linda is a bank teller,500,10,1 in 12,0.10%,California,Male,Bachelor's degree,Democrat,NA,Strong Democrat,NA,NA,10,18-29,White/Caucasian,Buddhist,NA,rep,white,Karen,"Cub Scouts group, organized through the Baptist Church the family attends",conservative,NA,0,1,1,0,0,1,3,Representative of Reps.,0
3.50 - 3.79,Kara works for a financial company,2.50 - 2.99,Somewhat unlikely,3.00 - 3.49,James works in sales and is an active supporter of the Republican Party,3.00 - 3.49,Linda is a bank teller and is active in the feminist movement,500,10,1 in 12,10,Colorado,Female,Bachelor's degree,Democrat,NA,Not very strong Democrat,NA,NA,6,18-29,"Black/African American,Hispanic/Latino","Evangelical Protestant (e.g., Baptist, Pentecostal)",NA,control,white,Karen,NA,conservative,NA,0,0,0,0,0,1,3,Control,1
